care,minimum_admissions,territory,indicator,outcome,n,status,pearson_r,pearson_p,pearson_ci_low,pearson_ci_high,spearman_rho,spearman_p,blocks,bootstrap_repetitions,bootstrap_seed,bootstrap_valid,block_status,block_ci_low,block_ci_high,pearson_q_bh,spearman_q_bh
any_uf,1000,CE,illiteracy_10plus,hemorrhage,128,ok,-0.051982887087594264,0.5600655692227218,-0.22349731534745068,0.1226540399756538,-0.13845073142419434,0.11910503516996265,32,2000,20260919,2000,ok,-0.20901557449687358,0.007700440452969831,0.6632355425005915,0.25159686190986574
any_uf,1000,CE,illiteracy_10plus,W,128,ok,-0.16298177309327624,0.0660402409976566,-0.3272567091681014,0.01085576496653085,-0.13967768933109445,0.1158370942009419,32,2000,20260919,2000,ok,-0.36799380302397305,0.025879633320560303,0.16952652595740883,0.25159686190986574
any_uf,1000,CE,sewer_septic,hypertension,128,ok,0.10351945561835058,0.24489973375513502,-0.07129172549269372,0.2721609274138355,0.04119844293409003,0.6442743202651026,32,2000,20260919,2000,ok,-0.1853179092306673,0.357133966936881,0.40816622292522503,0.7930069248538762
any_uf,1000,CE,sewer_septic,hemorrhage,128,ok,-0.01833295586473592,0.8372625168179958,-0.1912550229988129,0.1556928660314743,-0.058374403617106885,0.5127828001358747,32,2000,20260919,2000,ok,-0.17658743120773876,0.053847896648262124,0.8865132531014073,0.710006954034288
any_uf,1000,CE,sewer_septic,W,128,ok,0.10857066946779906,0.22250398123387252,-0.06620720771106844,0.27688458613859507,0.036251373374839774,0.6845606148601332,32,2000,20260919,2000,ok,-0.14483522152551964,0.34148107833056773,0.40050716622097055,0.816137972525859
any_uf,1000,MA,income_pc,hypertension,113,ok,0.23679180303205274,0.011564405985419685,0.054443473715039,0.4038559541438163,0.19078115643090027,0.042958431590934605,21,2000,20260919,2000,ok,0.058163147781330485,0.4849015017393446,0.05678831669690175,0.13331927045462463
any_uf,1000,MA,income_pc,hemorrhage,113,ok,0.07796892973509921,0.4117281124135581,-0.10832106213697223,0.2589687775029907,0.10190802967767594,0.2827996122011058,21,2000,20260919,2000,ok,-0.09903139026544742,0.22245044389708304,0.5530676136898542,0.46276300178362767
any_uf,1000,MA,income_pc,W,113,ok,0.1420744509723202,0.13332824510747623,-0.043805053050945175,0.3184465217745889,0.1726245924545878,0.06749357571784591,21,2000,20260919,2000,ok,-0.017822931772961525,0.29795712008726793,0.28570338237316334,0.18982568170644162
any_uf,1000,MA,illiteracy_10plus,hypertension,113,ok,-0.08468066839346544,0.3725203331383433,-0.2652610020230901,0.10163910001259335,-0.10625188475718227,0.26267589823233406,21,2000,20260919,2000,ok,-0.3755700112330134,0.11385690165477011,0.5306705695772204,0.43779316372055677
any_uf,1000,MA,illiteracy_10plus,hemorrhage,113,ok,0.12264792457827896,0.19560976497098642,-0.06352107871557319,0.30056786321983026,0.010481095087634453,0.9122667860234704,21,2000,20260919,2000,ok,-0.028902126950627948,0.23492089459199425,0.35928324178344445,0.9330001220694584
any_uf,1000,MA,illiteracy_10plus,W,113,ok,0.08609932445296366,0.3645351349553798,-0.10022458225240972,0.2665890193741684,-0.036003701516475924,0.7049908609135326,21,2000,20260919,2000,ok,-0.10318665452016638,0.20671269520492414,0.5291639055803901,0.8240152919768562
any_uf,1000,MA,sewer_septic,hypertension,113,ok,0.07672759727516416,0.4192353309174075,-0.10955504570157486,0.2578033481160782,-0.043349524253110665,0.6484600409555036,21,2000,20260919,2000,ok,-0.07469219994913802,0.25974822605231784,0.5548702909200981,0.7930069248538762
