territory,year,diagnosis,outcome,cases,percent_of_outcome
AL,2018,O151,W,10,0.5073566717402334
AL,2018,O152,W,3,0.15220700152207
AL,2018,O159,W,7,0.35514967021816335
AL,2018,O411,W,1,0.050735667174023336
AL,2018,O441,W,33,1.67427701674277
AL,2018,O450,W,61,3.0948756976154237
AL,2018,O458,W,16,0.8117706747843734
AL,2018,O459,W,85,4.312531709791984
AL,2018,O468,W,3,0.15220700152207
AL,2018,O469,W,1,0.050735667174023336
AL,2018,O679,W,1,0.050735667174023336
AL,2018,O710,W,2,0.10147133434804667
AL,2018,O711,W,2,0.10147133434804667
AL,2018,O721,W,6,0.30441400304414
AL,2018,O722,W,4,0.20294266869609334
AL,2018,O85,W,141,7.153729071537291
AL,2018,O860,W,59,2.993404363267377
AL,2018,O868,W,6,0.30441400304414
AL,2018,O900,W,8,0.4058853373921867
AL,2018,O031,hemorrhage,172,43.87755102040816
AL,2018,O036,hemorrhage,3,0.7653061224489796
AL,2018,O041,hemorrhage,1,0.25510204081632654
AL,2018,O046,hemorrhage,1,0.25510204081632654
AL,2018,O061,hemorrhage,5,1.2755102040816326
AL,2018,O441,hemorrhage,33,8.418367346938776
AL,2018,O450,hemorrhage,61,15.561224489795919
AL,2018,O458,hemorrhage,16,4.081632653061225
AL,2018,O459,hemorrhage,85,21.683673469387756
AL,2018,O468,hemorrhage,3,0.7653061224489796
AL,2018,O469,hemorrhage,1,0.25510204081632654
AL,2018,O679,hemorrhage,1,0.25510204081632654
AL,2018,O721,hemorrhage,6,1.530612244897959
AL,2018,O722,hemorrhage,4,1.0204081632653061
AL,2018,O11,hypertension,66,4.958677685950414
AL,2018,O140,hypertension,180,13.5236664162284
AL,2018,O141,hypertension,340,25.544703230653642
AL,2018,O149,hypertension,683,51.31480090157776
AL,2018,O150,hypertension,42,3.1555221637866264
AL,2018,O151,hypertension,10,0.7513148009015778
AL,2018,O152,hypertension,3,0.22539444027047334
AL,2018,O159,hypertension,7,0.5259203606311045
AL,2019,O030,W,8,0.4058853373921867
AL,2019,O031,W,187,9.487569761542364
AL,2019,O035,W,2,0.10147133434804667
AL,2019,O036,W,1,0.050735667174023336
AL,2019,O040,W,1,0.050735667174023336
AL,2019,O041,W,1,0.050735667174023336
AL,2019,O046,W,1,0.050735667174023336
AL,2019,O051,W,1,0.050735667174023336
AL,2019,O056,W,1,0.050735667174023336
AL,2019,O060,W,10,0.5073566717402334
AL,2019,O061,W,6,0.30441400304414
AL,2019,O065,W,2,0.10147133434804667
AL,2019,O080,W,2,0.10147133434804667
AL,2019,O081,W,2,0.10147133434804667
AL,2019,O082,W,1,0.050735667174023336
AL,2019,O11,W,67,3.3992897006595637
AL,2019,O140,W,166,8.422120750887874
AL,2019,O141,W,276,14.003044140030442
AL,2019,O149,W,709,35.97158802638255
AL,2019,O15,W,1,0.050735667174023336
AL,2019,O150,W,27,1.36986301369863
AL,2019,O151,W,17,0.8625063419583967
AL,2019,O152,W,4,0.20294266869609334
AL,2019,O159,W,4,0.20294266869609334
AL,2019,O411,W,2,0.10147133434804667
AL,2019,O441,W,30,1.5220700152207
AL,2019,O450,W,10,0.5073566717402334
AL,2019,O458,W,13,0.6595636732623034
AL,2019,O459,W,117,5.936073059360731
AL,2019,O694,W,2,0.10147133434804667
AL,2019,O720,W,2,0.10147133434804667
AL,2019,O721,W,4,0.20294266869609334
AL,2019,O722,W,4,0.20294266869609334
AL,2019,O85,W,188,9.538305428716388
AL,2019,O860,W,82,4.160324708269914
AL,2019,O868,W,11,0.5580923389142567
AL,2019,O900,W,9,0.45662100456621
AL,2019,O031,hemorrhage,187,48.952879581151834
AL,2019,O036,hemorrhage,1,0.2617801047120419
AL,2019,O041,hemorrhage,1,0.2617801047120419
AL,2019,O046,hemorrhage,1,0.2617801047120419
AL,2019,O051,hemorrhage,1,0.2617801047120419
AL,2019,O056,hemorrhage,1,0.2617801047120419
AL,2019,O061,hemorrhage,6,1.5706806282722514
AL,2019,O081,hemorrhage,2,0.5235602094240838
AL,2019,O441,hemorrhage,30,7.853403141361256
AL,2019,O450,hemorrhage,10,2.6178010471204187
AL,2019,O458,hemorrhage,13,3.4031413612565444
AL,2019,O459,hemorrhage,117,30.6282722513089
AL,2019,O694,hemorrhage,2,0.5235602094240838
AL,2019,O720,hemorrhage,2,0.5235602094240838
AL,2019,O721,hemorrhage,4,1.0471204188481675
AL,2019,O722,hemorrhage,4,1.0471204188481675
AL,2019,O11,hypertension,67,5.271439811172305
AL,2019,O140,hypertension,166,13.060582218725413
AL,2019,O141,hypertension,276,21.71518489378442
AL,2019,O149,hypertension,709,55.782848151062154
AL,2019,O15,hypertension,1,0.07867820613690008
AL,2019,O150,hypertension,27,2.1243115656963023
AL,2019,O151,hypertension,17,1.3375295043273014
AL,2019,O152,hypertension,4,0.3147128245476003
AL,2019,O159,hypertension,4,0.3147128245476003
AL,2020,O030,W,29,1.9634394041976981
AL,2020,O031,W,91,6.161137440758294
AL,2020,O035,W,6,0.4062288422477996
AL,2020,O036,W,2,0.13540961408259986
AL,2020,O041,W,1,0.06770480704129993
AL,2020,O050,W,2,0.13540961408259986
AL,2020,O051,W,1,0.06770480704129993
AL,2020,O060,W,10,0.6770480704129993
AL,2020,O061,W,5,0.33852403520649965
AL,2020,O065,W,2,0.13540961408259986
AL,2020,O066,W,1,0.06770480704129993
AL,2020,O080,W,8,0.5416384563303994
AL,2020,O081,W,2,0.13540961408259986
AL,2020,O11,W,27,1.8280297901150981
AL,2020,O140,W,133,9.004739336492891
AL,2020,O141,W,213,14.421123899796886
AL,2020,O149,W,516,34.935680433310765
AL,2020,O15,W,2,0.13540961408259986
AL,2020,O150,W,45,3.0467163168584968
AL,2020,O151,W,18,1.2186865267433988
AL,2020,O152,W,9,0.6093432633716994
AL,2020,O159,W,5,0.33852403520649965
AL,2020,O411,W,1,0.06770480704129993
AL,2020,O441,W,17,1.1509817197020988
AL,2020,O450,W,13,0.8801624915368991
AL,2020,O458,W,16,1.0832769126607988
AL,2020,O459,W,91,6.161137440758294
AL,2020,O469,W,1,0.06770480704129993
AL,2020,O710,W,1,0.06770480704129993
AL,2020,O720,W,1,0.06770480704129993
AL,2020,O721,W,12,0.8124576844955992
AL,2020,O722,W,9,0.6093432633716994
AL,2020,O85,W,126,8.530805687203792
AL,2020,O860,W,57,3.8591740013540963
AL,2020,O868,W,3,0.2031144211238998
AL,2020,O900,W,1,0.06770480704129993
AL,2020,O031,hemorrhage,91,34.60076045627376
AL,2020,O036,hemorrhage,2,0.7604562737642585
AL,2020,O041,hemorrhage,1,0.38022813688212925
AL,2020,O051,hemorrhage,1,0.38022813688212925
AL,2020,O061,hemorrhage,5,1.9011406844106464
AL,2020,O066,hemorrhage,1,0.38022813688212925
AL,2020,O081,hemorrhage,2,0.7604562737642585
AL,2020,O441,hemorrhage,17,6.4638783269961975
AL,2020,O450,hemorrhage,13,4.942965779467681
AL,2020,O458,hemorrhage,16,6.083650190114068
AL,2020,O459,hemorrhage,91,34.60076045627376
AL,2020,O469,hemorrhage,1,0.38022813688212925
AL,2020,O720,hemorrhage,1,0.38022813688212925
AL,2020,O721,hemorrhage,12,4.562737642585551
AL,2020,O722,hemorrhage,9,3.4220532319391634
AL,2020,O11,hypertension,27,2.7892561983471076
AL,2020,O140,hypertension,133,13.739669421487603
AL,2020,O141,hypertension,213,22.00413223140496
AL,2020,O149,hypertension,516,53.30578512396694
AL,2020,O15,hypertension,2,0.2066115702479339
AL,2020,O150,hypertension,45,4.648760330578512
AL,2020,O151,hypertension,18,1.859504132231405
AL,2020,O152,hypertension,9,0.9297520661157025
AL,2020,O159,hypertension,5,0.5165289256198347
AL,2021,O030,W,53,2.5517573423206548
AL,2021,O031,W,94,4.525758305247954
AL,2021,O035,W,11,0.5296100144439095
AL,2021,O051,W,1,0.04814636494944632
AL,2021,O060,W,4,0.19258545979778527
AL,2021,O061,W,13,0.6259027443428021
AL,2021,O065,W,1,0.04814636494944632
AL,2021,O066,W,1,0.04814636494944632
AL,2021,O080,W,2,0.09629272989889263
AL,2021,O11,W,67,3.225806451612903
AL,2021,O140,W,188,9.051516610495907
AL,2021,O141,W,242,11.651420317766009
AL,2021,O149,W,895,43.09099662975445
AL,2021,O15,W,2,0.09629272989889263
AL,2021,O150,W,56,2.696196437168994
AL,2021,O151,W,24,1.1555127587867116
AL,2021,O152,W,7,0.33702455464612424
AL,2021,O159,W,5,0.2407318247472316
AL,2021,O411,W,4,0.19258545979778527
AL,2021,O441,W,23,1.1073663938372653
AL,2021,O450,W,7,0.33702455464612424
AL,2021,O458,W,14,0.6740491092922485
AL,2021,O459,W,121,5.8257101588830045
AL,2021,O670,W,2,0.09629272989889263
AL,2021,O710,W,1,0.04814636494944632
AL,2021,O711,W,1,0.04814636494944632
AL,2021,O72,W,4,0.19258545979778527
AL,2021,O720,W,1,0.04814636494944632
AL,2021,O721,W,11,0.5296100144439095
AL,2021,O722,W,2,0.09629272989889263
AL,2021,O85,W,160,7.703418391911411
AL,2021,O860,W,53,2.5517573423206548
AL,2021,O868,W,4,0.19258545979778527
AL,2021,O900,W,3,0.14443909484833894
AL,2021,O031,hemorrhage,94,31.972789115646258
AL,2021,O051,hemorrhage,1,0.3401360544217687
AL,2021,O061,hemorrhage,13,4.421768707482993
AL,2021,O066,hemorrhage,1,0.3401360544217687
AL,2021,O441,hemorrhage,23,7.8231292517006805
AL,2021,O450,hemorrhage,7,2.380952380952381
AL,2021,O458,hemorrhage,14,4.761904761904762
AL,2021,O459,hemorrhage,121,41.156462585034014
AL,2021,O670,hemorrhage,2,0.6802721088435374
AL,2021,O72,hemorrhage,4,1.3605442176870748
AL,2021,O720,hemorrhage,1,0.3401360544217687
AL,2021,O721,hemorrhage,11,3.741496598639456
AL,2021,O722,hemorrhage,2,0.6802721088435374
AL,2021,O11,hypertension,67,4.508748317631225
AL,2021,O140,hypertension,188,12.651413189771198
AL,2021,O141,hypertension,242,16.285329744279945
AL,2021,O149,hypertension,895,60.228802153432035
AL,2021,O15,hypertension,2,0.13458950201884254
AL,2021,O150,hypertension,56,3.768506056527591
AL,2021,O151,hypertension,24,1.6150740242261103
AL,2021,O152,hypertension,7,0.47106325706594887
AL,2021,O159,hypertension,5,0.3364737550471063
AL,2022,O030,W,24,1.1701608971233544
AL,2022,O031,W,85,4.144319843978547
AL,2022,O035,W,5,0.24378352023403219
AL,2022,O036,W,4,0.19502681618722575
AL,2022,O056,W,4,0.19502681618722575
AL,2022,O060,W,23,1.121404193076548
AL,2022,O061,W,17,0.8288639687957094
AL,2022,O065,W,1,0.04875670404680644
AL,2022,O066,W,1,0.04875670404680644
AL,2022,O071,W,1,0.04875670404680644
AL,2022,O080,W,8,0.3900536323744515
AL,2022,O081,W,3,0.1462701121404193
AL,2022,O083,W,1,0.04875670404680644
AL,2022,O11,W,35,1.7064846416382253
AL,2022,O140,W,156,7.606045831301804
AL,2022,O141,W,276,13.456850316918576
AL,2022,O149,W,856,41.73573866406631
AL,2022,O15,W,1,0.04875670404680644
AL,2022,O150,W,71,3.461725987323257
AL,2022,O151,W,19,0.9263773768893223
AL,2022,O152,W,9,0.43881033642125794
AL,2022,O159,W,2,0.09751340809361288
AL,2022,O411,W,8,0.3900536323744515
AL,2022,O441,W,39,1.901511457825451
AL,2022,O450,W,7,0.3412969283276451
AL,2022,O458,W,24,1.1701608971233544
AL,2022,O459,W,118,5.753291077523159
AL,2022,O46,W,2,0.09751340809361288
AL,2022,O469,W,2,0.09751340809361288
AL,2022,O710,W,3,0.1462701121404193
AL,2022,O711,W,2,0.09751340809361288
AL,2022,O72,W,1,0.04875670404680644
AL,2022,O720,W,2,0.09751340809361288
AL,2022,O721,W,8,0.3900536323744515
AL,2022,O722,W,6,0.2925402242808386
AL,2022,O85,W,143,6.97220867869332
AL,2022,O86,W,1,0.04875670404680644
AL,2022,O860,W,72,3.5104826913700635
AL,2022,O868,W,8,0.3900536323744515
AL,2022,O900,W,3,0.1462701121404193
AL,2022,O031,hemorrhage,85,26.234567901234566
AL,2022,O036,hemorrhage,4,1.2345679012345678
AL,2022,O056,hemorrhage,4,1.2345679012345678
AL,2022,O061,hemorrhage,17,5.246913580246914
AL,2022,O066,hemorrhage,1,0.30864197530864196
AL,2022,O071,hemorrhage,1,0.30864197530864196
AL,2022,O081,hemorrhage,3,0.9259259259259259
AL,2022,O441,hemorrhage,39,12.037037037037036
AL,2022,O450,hemorrhage,7,2.1604938271604937
AL,2022,O458,hemorrhage,24,7.407407407407407
AL,2022,O459,hemorrhage,118,36.41975308641975
AL,2022,O46,hemorrhage,2,0.6172839506172839
AL,2022,O469,hemorrhage,2,0.6172839506172839
AL,2022,O72,hemorrhage,1,0.30864197530864196
AL,2022,O720,hemorrhage,2,0.6172839506172839
AL,2022,O721,hemorrhage,8,2.4691358024691357
AL,2022,O722,hemorrhage,6,1.8518518518518519
AL,2022,O11,hypertension,35,2.456140350877193
AL,2022,O140,hypertension,156,10.947368421052632
AL,2022,O141,hypertension,276,19.36842105263158
AL,2022,O149,hypertension,856,60.07017543859649
AL,2022,O15,hypertension,1,0.07017543859649122
AL,2022,O150,hypertension,71,4.982456140350878
AL,2022,O151,hypertension,19,1.3333333333333333
AL,2022,O152,hypertension,9,0.631578947368421
AL,2022,O159,hypertension,2,0.14035087719298245
AL,2023,N709,W,1,0.040749796251018745
AL,2023,O030,W,32,1.3039934800325998
AL,2023,O031,W,70,2.852485737571312
AL,2023,O035,W,10,0.40749796251018744
AL,2023,O036,W,4,0.16299918500407498
AL,2023,O041,W,1,0.040749796251018745
AL,2023,O045,W,1,0.040749796251018745
AL,2023,O050,W,7,0.2852485737571312
AL,2023,O051,W,2,0.08149959250203749
AL,2023,O056,W,1,0.040749796251018745
AL,2023,O060,W,13,0.5297473512632437
AL,2023,O061,W,31,1.263243683781581
AL,2023,O066,W,3,0.12224938875305623
AL,2023,O080,W,6,0.24449877750611246
AL,2023,O082,W,1,0.040749796251018745
AL,2023,O11,W,46,1.8744906275468622
AL,2023,O140,W,260,10.594947025264874
AL,2023,O141,W,225,9.168704156479217
AL,2023,O149,W,1103,44.94702526487367
AL,2023,O150,W,95,3.871230643846781
AL,2023,O151,W,25,1.0187449062754685
AL,2023,O152,W,8,0.32599837000814996
AL,2023,O159,W,10,0.40749796251018744
AL,2023,O411,W,6,0.24449877750611246
AL,2023,O441,W,27,1.1002444987775062
AL,2023,O450,W,12,0.4889975550122249
AL,2023,O458,W,6,0.24449877750611246
AL,2023,O459,W,84,3.4229828850855744
AL,2023,O694,W,1,0.040749796251018745
AL,2023,O710,W,1,0.040749796251018745
AL,2023,O711,W,4,0.16299918500407498
AL,2023,O72,W,5,0.20374898125509372
AL,2023,O720,W,6,0.24449877750611246
AL,2023,O721,W,9,0.36674816625916873
AL,2023,O722,W,6,0.24449877750611246
AL,2023,O85,W,226,9.209453952730236
AL,2023,O86,W,5,0.20374898125509372
AL,2023,O860,W,82,3.341483292583537
AL,2023,O868,W,17,0.6927465362673186
AL,2023,O900,W,2,0.08149959250203749
AL,2023,O031,hemorrhage,70,26.119402985074625
AL,2023,O036,hemorrhage,4,1.492537313432836
AL,2023,O041,hemorrhage,1,0.373134328358209
AL,2023,O051,hemorrhage,2,0.746268656716418
AL,2023,O056,hemorrhage,1,0.373134328358209
AL,2023,O061,hemorrhage,31,11.567164179104477
AL,2023,O066,hemorrhage,3,1.1194029850746268
AL,2023,O441,hemorrhage,27,10.074626865671641
AL,2023,O450,hemorrhage,12,4.477611940298507
AL,2023,O458,hemorrhage,6,2.2388059701492535
AL,2023,O459,hemorrhage,84,31.34328358208955
AL,2023,O694,hemorrhage,1,0.373134328358209
AL,2023,O72,hemorrhage,5,1.8656716417910448
AL,2023,O720,hemorrhage,6,2.2388059701492535
AL,2023,O721,hemorrhage,9,3.3582089552238807
AL,2023,O722,hemorrhage,6,2.2388059701492535
AL,2023,O11,hypertension,46,2.595936794582393
AL,2023,O140,hypertension,260,14.672686230248306
AL,2023,O141,hypertension,225,12.697516930022573
AL,2023,O149,hypertension,1103,62.246049661399546
AL,2023,O150,hypertension,95,5.36117381489842
AL,2023,O151,hypertension,25,1.4108352144469527
AL,2023,O152,hypertension,8,0.45146726862302483
AL,2023,O159,hypertension,10,0.5643340857787811
AL,2024,O030,W,38,1.760074108383511
AL,2024,O031,W,31,1.4358499305233905
AL,2024,O035,W,9,0.41685965724872626
AL,2024,O036,W,5,0.2315886984715146
AL,2024,O040,W,1,0.04631773969430292
AL,2024,O041,W,1,0.04631773969430292
AL,2024,O050,W,5,0.2315886984715146
AL,2024,O051,W,2,0.09263547938860583
AL,2024,O060,W,12,0.555812876331635
AL,2024,O061,W,17,0.7874015748031497
AL,2024,O065,W,1,0.04631773969430292
AL,2024,O070,W,1,0.04631773969430292
AL,2024,O080,W,3,0.13895321908290875
AL,2024,O082,W,1,0.04631773969430292
AL,2024,O11,W,16,0.7410838351088467
AL,2024,O140,W,241,11.162575266327003
AL,2024,O141,W,203,9.402501157943492
AL,2024,O149,W,874,40.481704492820754
AL,2024,O15,W,1,0.04631773969430292
AL,2024,O150,W,87,4.029643353404354
AL,2024,O151,W,21,0.9726725335803613
AL,2024,O152,W,3,0.13895321908290875
AL,2024,O159,W,9,0.41685965724872626
AL,2024,O411,W,6,0.2779064381658175
AL,2024,O441,W,25,1.1579434923575729
AL,2024,O450,W,51,2.3622047244094486
AL,2024,O458,W,21,0.9726725335803613
AL,2024,O459,W,102,4.724409448818897
AL,2024,O679,W,1,0.04631773969430292
AL,2024,O710,W,1,0.04631773969430292
AL,2024,O711,W,1,0.04631773969430292
AL,2024,O72,W,6,0.2779064381658175
AL,2024,O720,W,2,0.09263547938860583
AL,2024,O721,W,5,0.2315886984715146
AL,2024,O722,W,6,0.2779064381658175
AL,2024,O85,W,254,11.764705882352942
AL,2024,O86,W,1,0.04631773969430292
AL,2024,O860,W,82,3.798054654932839
AL,2024,O868,W,6,0.2779064381658175
AL,2024,O883,W,1,0.04631773969430292
AL,2024,O900,W,6,0.2779064381658175
AL,2024,O031,hemorrhage,31,11.272727272727273
AL,2024,O036,hemorrhage,5,1.8181818181818181
AL,2024,O041,hemorrhage,1,0.36363636363636365
AL,2024,O051,hemorrhage,2,0.7272727272727273
AL,2024,O061,hemorrhage,17,6.181818181818182
AL,2024,O441,hemorrhage,25,9.090909090909092
AL,2024,O450,hemorrhage,51,18.545454545454547
AL,2024,O458,hemorrhage,21,7.636363636363637
AL,2024,O459,hemorrhage,102,37.09090909090909
AL,2024,O679,hemorrhage,1,0.36363636363636365
AL,2024,O72,hemorrhage,6,2.1818181818181817
AL,2024,O720,hemorrhage,2,0.7272727272727273
AL,2024,O721,hemorrhage,5,1.8181818181818181
AL,2024,O722,hemorrhage,6,2.1818181818181817
AL,2024,O11,hypertension,16,1.0996563573883162
AL,2024,O140,hypertension,241,16.563573883161514
AL,2024,O141,hypertension,203,13.951890034364261
AL,2024,O149,hypertension,874,60.06872852233677
AL,2024,O15,hypertension,1,0.06872852233676977
AL,2024,O150,hypertension,87,5.979381443298969
AL,2024,O151,hypertension,21,1.443298969072165
AL,2024,O152,hypertension,3,0.20618556701030927
AL,2024,O159,hypertension,9,0.6185567010309279
AL,2025,D62,W,1,0.05238344683080147
AL,2025,O030,W,34,1.7810371922472499
AL,2025,O031,W,29,1.5191199580932426
AL,2025,O035,W,8,0.41906757464641176
AL,2025,O036,W,6,0.3143006809848088
AL,2025,O040,W,1,0.05238344683080147
AL,2025,O050,W,1,0.05238344683080147
AL,2025,O060,W,8,0.41906757464641176
AL,2025,O061,W,6,0.3143006809848088
AL,2025,O065,W,1,0.05238344683080147
AL,2025,O066,W,1,0.05238344683080147
AL,2025,O080,W,7,0.3666841278156103
AL,2025,O081,W,2,0.10476689366160294
AL,2025,O082,W,1,0.05238344683080147
AL,2025,O083,W,1,0.05238344683080147
AL,2025,O11,W,16,0.8381351492928235
AL,2025,O140,W,218,11.41959140911472
AL,2025,O141,W,190,9.952854897852278
AL,2025,O149,W,749,39.2352016762703
AL,2025,O15,W,5,0.26191723415400736
AL,2025,O150,W,79,4.138292299633316
AL,2025,O151,W,15,0.785751702462022
AL,2025,O152,W,10,0.5238344683080147
AL,2025,O159,W,21,1.1000523834468308
AL,2025,O411,W,4,0.20953378732320588
AL,2025,O441,W,19,0.9952854897852279
AL,2025,O450,W,32,1.676270298585647
AL,2025,O458,W,24,1.2572027239392352
AL,2025,O459,W,66,3.4573074908328967
AL,2025,O710,W,2,0.10476689366160294
AL,2025,O711,W,6,0.3143006809848088
AL,2025,O72,W,7,0.3666841278156103
AL,2025,O720,W,4,0.20953378732320588
AL,2025,O721,W,12,0.6286013619696176
AL,2025,O722,W,4,0.20953378732320588
AL,2025,O85,W,224,11.733892090099529
AL,2025,O86,W,3,0.1571503404924044
AL,2025,O860,W,77,4.033525405971713
AL,2025,O868,W,12,0.6286013619696176
AL,2025,O900,W,3,0.1571503404924044
AL,2025,D62,hemorrhage,1,0.4694835680751174
AL,2025,O031,hemorrhage,29,13.615023474178404
AL,2025,O036,hemorrhage,6,2.816901408450704
AL,2025,O061,hemorrhage,6,2.816901408450704
AL,2025,O066,hemorrhage,1,0.4694835680751174
AL,2025,O081,hemorrhage,2,0.9389671361502347
AL,2025,O441,hemorrhage,19,8.92018779342723
AL,2025,O450,hemorrhage,32,15.023474178403756
AL,2025,O458,hemorrhage,24,11.267605633802816
AL,2025,O459,hemorrhage,66,30.985915492957748
AL,2025,O72,hemorrhage,7,3.2863849765258215
AL,2025,O720,hemorrhage,4,1.8779342723004695
AL,2025,O721,hemorrhage,12,5.633802816901408
AL,2025,O722,hemorrhage,4,1.8779342723004695
AL,2025,O11,hypertension,16,1.2279355333844972
AL,2025,O140,hypertension,218,16.730621642363776
AL,2025,O141,hypertension,190,14.581734458940906
AL,2025,O149,hypertension,749,57.48273215656178
AL,2025,O15,hypertension,5,0.3837298541826554
AL,2025,O150,hypertension,79,6.062931696085956
AL,2025,O151,hypertension,15,1.1511895625479662
AL,2025,O152,hypertension,10,0.7674597083653109
AL,2025,O159,hypertension,21,1.6116653875671527
BA,2008,O030,W,610,9.495641344956413
BA,2008,O031,W,450,7.004981320049813
BA,2008,O035,W,76,1.1830635118306352
BA,2008,O036,W,23,0.3580323785803238
BA,2008,O040,W,32,0.49813200498132004
BA,2008,O041,W,42,0.6537982565379825
BA,2008,O045,W,3,0.046699875466998754
BA,2008,O046,W,8,0.12453300124533001
BA,2008,O050,W,14,0.21793275217932753
BA,2008,O051,W,32,0.49813200498132004
BA,2008,O055,W,287,4.467621419676214
BA,2008,O056,W,2,0.031133250311332503
BA,2008,O060,W,190,2.9576587795765876
BA,2008,O061,W,86,1.3387297633872977
BA,2008,O065,W,4,0.062266500622665005
BA,2008,O066,W,30,0.4669987546699875
BA,2008,O075,W,1,0.015566625155666251
BA,2008,O080,W,10,0.15566625155666253
BA,2008,O081,W,3,0.046699875466998754
BA,2008,O083,W,1,0.015566625155666251
BA,2008,O11,W,7,0.10896637608966377
BA,2008,O140,W,536,8.34371108343711
BA,2008,O141,W,1287,20.034246575342465
BA,2008,O149,W,368,5.72851805728518
BA,2008,O150,W,199,3.0977584059775842
BA,2008,O151,W,155,2.412826899128269
BA,2008,O152,W,15,0.23349937733499376
BA,2008,O159,W,50,0.7783312577833126
BA,2008,O411,W,37,0.5759651307596513
BA,2008,O441,W,115,1.790161892901619
BA,2008,O450,W,61,0.9495641344956414
BA,2008,O458,W,81,1.2608966376089663
BA,2008,O459,W,741,11.534869240348693
BA,2008,O460,W,1,0.015566625155666251
BA,2008,O468,W,2,0.031133250311332503
BA,2008,O469,W,3,0.046699875466998754
BA,2008,O670,W,4,0.062266500622665005
BA,2008,O694,W,1,0.015566625155666251
BA,2008,O710,W,11,0.17123287671232876
BA,2008,O711,W,9,0.14009962640099627
BA,2008,O720,W,3,0.046699875466998754
BA,2008,O721,W,57,0.8872976338729763
BA,2008,O722,W,18,0.28019925280199254
