territory,year,diagnosis,outcome,cases,percent_of_outcome
NE,2015,O083,W,6,0.020100502512562814
NE,2015,O11,W,103,0.34505862646566166
NE,2015,O140,W,1886,6.318257956448911
NE,2015,O141,W,11142,37.32663316582914
NE,2015,O149,W,3656,12.247906197654942
NE,2015,O150,W,1898,6.358458961474037
NE,2015,O151,W,243,0.8140703517587939
NE,2015,O152,W,86,0.288107202680067
NE,2015,O159,W,181,0.6063651591289783
NE,2015,O411,W,48,0.16080402010050251
NE,2015,O441,W,293,0.981574539363484
NE,2015,O450,W,301,1.0083752093802345
NE,2015,O458,W,207,0.6934673366834171
NE,2015,O459,W,1190,3.986599664991625
NE,2015,O460,W,7,0.023450586264656615
NE,2015,O468,W,58,0.19430485762144054
NE,2015,O469,W,27,0.09045226130653267
NE,2015,O670,W,7,0.023450586264656615
NE,2015,O678,W,1,0.0033500837520938024
NE,2015,O679,W,2,0.006700167504187605
NE,2015,O694,W,7,0.023450586264656615
NE,2015,O710,W,12,0.04020100502512563
NE,2015,O711,W,24,0.08040201005025126
NE,2015,O720,W,46,0.1541038525963149
NE,2015,O721,W,147,0.49246231155778897
NE,2015,O722,W,124,0.4154103852596315
NE,2015,O85,W,1993,6.676716917922948
NE,2015,O860,W,1451,4.860971524288107
NE,2015,O868,W,263,0.88107202680067
NE,2015,O900,W,114,0.38190954773869346
NE,2015,D62,hemorrhage,2,0.03686635944700461
NE,2015,O031,hemorrhage,1911,35.225806451612904
NE,2015,O036,hemorrhage,77,1.4193548387096775
NE,2015,O041,hemorrhage,261,4.811059907834101
NE,2015,O046,hemorrhage,3,0.055299539170506916
NE,2015,O051,hemorrhage,33,0.6082949308755761
NE,2015,O056,hemorrhage,12,0.22119815668202766
NE,2015,O061,hemorrhage,584,10.764976958525345
NE,2015,O066,hemorrhage,11,0.20276497695852536
NE,2015,O071,hemorrhage,1,0.018433179723502304
NE,2015,O081,hemorrhage,113,2.0829493087557602
NE,2015,O441,hemorrhage,293,5.400921658986175
NE,2015,O450,hemorrhage,301,5.548387096774194
NE,2015,O458,hemorrhage,207,3.815668202764977
NE,2015,O459,hemorrhage,1190,21.93548387096774
NE,2015,O460,hemorrhage,7,0.12903225806451613
NE,2015,O468,hemorrhage,58,1.0691244239631337
NE,2015,O469,hemorrhage,27,0.4976958525345622
NE,2015,O670,hemorrhage,7,0.12903225806451613
NE,2015,O678,hemorrhage,1,0.018433179723502304
NE,2015,O679,hemorrhage,2,0.03686635944700461
NE,2015,O694,hemorrhage,7,0.12903225806451613
NE,2015,O720,hemorrhage,46,0.847926267281106
NE,2015,O721,hemorrhage,147,2.7096774193548385
NE,2015,O722,hemorrhage,124,2.2857142857142856
NE,2015,O11,hypertension,103,0.5365980724146914
NE,2015,O140,hypertension,1886,9.82547538421464
NE,2015,O141,hypertension,11142,58.046366241208645
NE,2015,O149,hypertension,3656,19.04662672570982
NE,2015,O150,hypertension,1898,9.887991664495962
NE,2015,O151,hypertension,243,1.265954675696796
NE,2015,O152,hypertension,86,0.44803334201615
NE,2015,O159,hypertension,181,0.9429538942432926
NE,2016,A021,W,1,0.0032212343770132716
NE,2016,A400,W,1,0.0032212343770132716
NE,2016,A408,W,1,0.0032212343770132716
NE,2016,A418,W,1,0.0032212343770132716
NE,2016,A419,W,2,0.006442468754026543
NE,2016,K359,W,3,0.009663703131039814
NE,2016,N700,W,2,0.006442468754026543
NE,2016,N709,W,2,0.006442468754026543
NE,2016,O030,W,705,2.270970235794356
NE,2016,O031,W,2077,6.690503801056565
NE,2016,O035,W,125,0.40265429712665896
NE,2016,O036,W,82,0.26414121891508824
NE,2016,O040,W,31,0.09985826568741142
NE,2016,O041,W,245,0.7892024223682516
NE,2016,O045,W,4,0.012884937508053087
NE,2016,O046,W,6,0.019327406262079627
NE,2016,O050,W,67,0.2158227032598892
NE,2016,O051,W,32,0.10307950006442469
NE,2016,O055,W,161,0.5186187346991367
NE,2016,O056,W,8,0.025769875016106173
NE,2016,O060,W,199,0.6410256410256411
NE,2016,O061,W,536,1.7265816260791136
NE,2016,O065,W,32,0.10307950006442469
NE,2016,O066,W,23,0.07408839067130524
NE,2016,O071,W,1,0.0032212343770132716
NE,2016,O075,W,1,0.0032212343770132716
NE,2016,O080,W,181,0.5830434222394021
NE,2016,O081,W,92,0.29635356268522095
NE,2016,O082,W,22,0.07086715629429197
NE,2016,O083,W,5,0.016106171885066356
NE,2016,O11,W,104,0.33500837520938026
NE,2016,O140,W,1972,6.352274191470172
NE,2016,O141,W,11171,35.98440922561526
NE,2016,O149,W,3970,12.788300476742688
NE,2016,O150,W,1921,6.187991238242494
NE,2016,O151,W,249,0.8020873598763046
NE,2016,O152,W,124,0.3994330627496457
NE,2016,O159,W,147,0.4735214534209509
NE,2016,O411,W,74,0.2383713438989821
NE,2016,O441,W,302,0.972812781858008
NE,2016,O450,W,180,0.5798221878623888
NE,2016,O458,W,202,0.6506893441566809
NE,2016,O459,W,1135,3.6561010179100633
NE,2016,O460,W,10,0.03221234377013271
NE,2016,O468,W,46,0.14817678134261048
NE,2016,O469,W,19,0.06120345316325216
NE,2016,O670,W,5,0.016106171885066356
NE,2016,O678,W,1,0.0032212343770132716
NE,2016,O679,W,2,0.006442468754026543
NE,2016,O694,W,5,0.016106171885066356
NE,2016,O710,W,38,0.12240690632650432
NE,2016,O711,W,50,0.1610617188506636
NE,2016,O720,W,70,0.225486406390929
NE,2016,O721,W,152,0.4896276253060173
NE,2016,O722,W,189,0.6088132972555083
NE,2016,O753,W,1,0.0032212343770132716
NE,2016,O85,W,2343,7.547352145342095
NE,2016,O860,W,1552,4.999355753124597
NE,2016,O868,W,256,0.8246360005153975
NE,2016,O883,W,1,0.0032212343770132716
NE,2016,O900,W,105,0.33822960958639353
NE,2016,O031,hemorrhage,2077,38.321033210332104
NE,2016,O036,hemorrhage,82,1.5129151291512914
NE,2016,O041,hemorrhage,245,4.520295202952029
NE,2016,O046,hemorrhage,6,0.11070110701107011
NE,2016,O051,hemorrhage,32,0.5904059040590406
NE,2016,O056,hemorrhage,8,0.14760147601476015
NE,2016,O061,hemorrhage,536,9.88929889298893
NE,2016,O066,hemorrhage,23,0.42435424354243545
NE,2016,O071,hemorrhage,1,0.01845018450184502
NE,2016,O081,hemorrhage,92,1.6974169741697418
NE,2016,O441,hemorrhage,302,5.571955719557195
NE,2016,O450,hemorrhage,180,3.321033210332103
NE,2016,O458,hemorrhage,202,3.726937269372694
NE,2016,O459,hemorrhage,1135,20.940959409594097
NE,2016,O460,hemorrhage,10,0.18450184501845018
NE,2016,O468,hemorrhage,46,0.8487084870848709
NE,2016,O469,hemorrhage,19,0.3505535055350554
NE,2016,O670,hemorrhage,5,0.09225092250922509
NE,2016,O678,hemorrhage,1,0.01845018450184502
NE,2016,O679,hemorrhage,2,0.03690036900369004
NE,2016,O694,hemorrhage,5,0.09225092250922509
NE,2016,O720,hemorrhage,70,1.2915129151291513
NE,2016,O721,hemorrhage,152,2.804428044280443
NE,2016,O722,hemorrhage,189,3.4870848708487086
NE,2016,O11,hypertension,104,0.5290466985451215
NE,2016,O140,hypertension,1972,10.031539322413266
NE,2016,O141,hypertension,11171,56.826737206226476
NE,2016,O149,hypertension,3970,20.195340319462815
NE,2016,O150,hypertension,1921,9.772102960626716
NE,2016,O151,hypertension,249,1.2666598840166854
NE,2016,O152,hypertension,124,0.6307864482653373
NE,2016,O159,hypertension,147,0.7477871604435853
NE,2017,A410,W,1,0.0029619975711619915
NE,2017,D62,W,1,0.0029619975711619915
NE,2017,K650,W,1,0.0029619975711619915
NE,2017,N700,W,1,0.0029619975711619915
NE,2017,N709,W,1,0.0029619975711619915
NE,2017,O030,W,837,2.479191967062587
NE,2017,O031,W,2088,6.1846509285862385
NE,2017,O035,W,119,0.352477710968277
NE,2017,O036,W,74,0.21918782026598738
NE,2017,O040,W,39,0.11551790527531768
NE,2017,O041,W,226,0.6694114510826101
NE,2017,O045,W,1,0.0029619975711619915
NE,2017,O046,W,3,0.008885992713485976
NE,2017,O050,W,92,0.2725037765469032
NE,2017,O051,W,20,0.05923995142323983
NE,2017,O055,W,70,0.2073398299813394
NE,2017,O056,W,5,0.014809987855809958
NE,2017,O060,W,128,0.3791356891087349
NE,2017,O061,W,398,1.1788750333224727
NE,2017,O065,W,29,0.08589792956369775
NE,2017,O066,W,18,0.05331595628091585
NE,2017,O070,W,3,0.008885992713485976
NE,2017,O071,W,2,0.005923995142323983
NE,2017,O075,W,2,0.005923995142323983
NE,2017,O080,W,98,0.29027576197387517
NE,2017,O081,W,131,0.3880216818222209
NE,2017,O082,W,18,0.05331595628091585
NE,2017,O083,W,5,0.014809987855809958
NE,2017,O11,W,241,0.71384141465004
NE,2017,O140,W,2009,5.950653120464441
NE,2017,O141,W,12869,38.11794674328367
NE,2017,O149,W,4974,14.732975918959747
NE,2017,O150,W,1506,4.46076834216996
NE,2017,O151,W,294,0.8708272859216255
NE,2017,O152,W,128,0.3791356891087349
NE,2017,O159,W,113,0.33470572554130507
NE,2017,O411,W,66,0.19549183969669146
NE,2017,O441,W,295,0.8737892834927875
NE,2017,O450,W,237,0.701993424365392
NE,2017,O458,W,277,0.8204733272118717
NE,2017,O459,W,1413,4.1853025680518945
NE,2017,O460,W,1,0.0029619975711619915
NE,2017,O468,W,64,0.18956784455436745
NE,2017,O469,W,28,0.08293593199253577
NE,2017,O670,W,7,0.02073398299813394
NE,2017,O679,W,2,0.005923995142323983
NE,2017,O694,W,1,0.0029619975711619915
NE,2017,O710,W,12,0.0355439708539439
NE,2017,O711,W,18,0.05331595628091585
NE,2017,O720,W,73,0.2162258226948254
NE,2017,O721,W,217,0.6427534729421522
NE,2017,O722,W,182,0.5390835579514824
NE,2017,O85,W,2433,7.206540090637126
NE,2017,O860,W,1531,4.5348182814490094
NE,2017,O868,W,267,0.7908533515002518
NE,2017,O883,W,1,0.0029619975711619915
NE,2017,O900,W,91,0.2695417789757412
NE,2017,D62,hemorrhage,1,0.01735207357279195
NE,2017,O031,hemorrhage,2088,36.23112961998959
NE,2017,O036,hemorrhage,74,1.2840534443866043
NE,2017,O041,hemorrhage,226,3.9215686274509802
NE,2017,O046,hemorrhage,3,0.052056220718375845
NE,2017,O051,hemorrhage,20,0.34704147145583897
NE,2017,O056,hemorrhage,5,0.08676036786395974
NE,2017,O061,hemorrhage,398,6.906125281971195
NE,2017,O066,hemorrhage,18,0.31233732431025507
NE,2017,O071,hemorrhage,2,0.0347041471455839
NE,2017,O081,hemorrhage,131,2.2731216380357453
NE,2017,O441,hemorrhage,295,5.118861703973625
NE,2017,O450,hemorrhage,237,4.112441436751692
NE,2017,O458,hemorrhage,277,4.80652437966337
NE,2017,O459,hemorrhage,1413,24.518479958355023
NE,2017,O460,hemorrhage,1,0.01735207357279195
NE,2017,O468,hemorrhage,64,1.1105327086586847
NE,2017,O469,hemorrhage,28,0.48585806003817456
NE,2017,O670,hemorrhage,7,0.12146451500954364
NE,2017,O679,hemorrhage,2,0.0347041471455839
NE,2017,O694,hemorrhage,1,0.01735207357279195
NE,2017,O720,hemorrhage,73,1.2667013708138122
NE,2017,O721,hemorrhage,217,3.765399965295853
NE,2017,O722,hemorrhage,182,3.1580773902481347
NE,2017,O11,hypertension,241,1.0888226258245233
NE,2017,O140,hypertension,2009,9.076533839342188
NE,2017,O141,hypertension,12869,58.14132104454685
NE,2017,O149,hypertension,4974,22.472214692328546
NE,2017,O150,hypertension,1506,6.804011927351586
NE,2017,O151,hypertension,294,1.3282732447817838
NE,2017,O152,hypertension,128,0.5782958344628174
NE,2017,O159,hypertension,113,0.510526791361706
NE,2018,A021,W,3,0.008360271987515327
NE,2018,A410,W,1,0.0027867573291717757
NE,2018,A418,W,1,0.0027867573291717757
NE,2018,A419,W,2,0.0055735146583435514
NE,2018,D62,W,2,0.0055735146583435514
NE,2018,K359,W,2,0.0055735146583435514
NE,2018,N700,W,2,0.0055735146583435514
NE,2018,N709,W,5,0.013933786645858879
NE,2018,N710,W,2,0.0055735146583435514
NE,2018,O030,W,963,2.68364730799242
NE,2018,O031,W,1669,4.651097982387694
NE,2018,O035,W,92,0.2563816742838034
NE,2018,O036,W,127,0.3539181808048155
NE,2018,O040,W,61,0.16999219707947832
NE,2018,O041,W,251,0.6994760896221157
NE,2018,O045,W,3,0.008360271987515327
NE,2018,O046,W,3,0.008360271987515327
NE,2018,O050,W,82,0.2285141009920856
NE,2018,O051,W,55,0.15327165310444765
NE,2018,O055,W,24,0.06688217590012262
NE,2018,O056,W,6,0.016720543975030654
NE,2018,O060,W,169,0.4709619886300301
NE,2018,O061,W,509,1.4184594805484338
NE,2018,O065,W,31,0.08638947720432505
NE,2018,O066,W,27,0.07524244788763794
NE,2018,O070,W,4,0.011147029316687103
NE,2018,O071,W,1,0.0027867573291717757
NE,2018,O080,W,127,0.3539181808048155
NE,2018,O081,W,96,0.26752870360049047
NE,2018,O082,W,19,0.05294838925426374
NE,2018,O083,W,8,0.022294058633374206
NE,2018,O11,W,258,0.7189833909263181
NE,2018,O140,W,2780,7.747185375097536
NE,2018,O141,W,13278,37.002563816742835
NE,2018,O149,W,5954,16.592353137888754
NE,2018,O150,W,1428,3.979489466057296
NE,2018,O151,W,373,1.0394604837810724
NE,2018,O152,W,127,0.3539181808048155
NE,2018,O159,W,121,0.3371976368297849
NE,2018,O411,W,49,0.136551109129417
NE,2018,O441,W,312,0.869468286701594
NE,2018,O450,W,252,0.7022628469512875
NE,2018,O458,W,290,0.808159625459815
NE,2018,O459,W,1366,3.8067105116486455
NE,2018,O460,W,3,0.008360271987515327
NE,2018,O468,W,46,0.1281908371419017
NE,2018,O469,W,18,0.05016163192509196
NE,2018,O670,W,8,0.022294058633374206
NE,2018,O679,W,5,0.013933786645858879
NE,2018,O694,W,5,0.013933786645858879
NE,2018,O710,W,15,0.04180135993757664
NE,2018,O711,W,32,0.08917623453349682
NE,2018,O720,W,82,0.2285141009920856
NE,2018,O721,W,273,0.7607847508638947
NE,2018,O722,W,182,0.5071898339092632
NE,2018,O753,W,1,0.0027867573291717757
NE,2018,O85,W,2313,6.445769702374317
NE,2018,O860,W,1605,4.4727455133207
NE,2018,O868,W,211,0.5880057964552446
NE,2018,O883,W,3,0.008360271987515327
NE,2018,O900,W,147,0.40965332738825105
NE,2018,D62,hemorrhage,2,0.03579098067287044
NE,2018,O031,hemorrhage,1669,29.867573371510378
NE,2018,O036,hemorrhage,127,2.272727272727273
NE,2018,O041,hemorrhage,251,4.49176807444524
NE,2018,O046,hemorrhage,3,0.05368647100930565
NE,2018,O051,hemorrhage,55,0.984251968503937
NE,2018,O056,hemorrhage,6,0.1073729420186113
NE,2018,O061,hemorrhage,509,9.108804581245526
NE,2018,O066,hemorrhage,27,0.4831782390837509
NE,2018,O071,hemorrhage,1,0.01789549033643522
NE,2018,O081,hemorrhage,96,1.717967072297781
NE,2018,O441,hemorrhage,312,5.583392984967788
NE,2018,O450,hemorrhage,252,4.509663564781675
NE,2018,O458,hemorrhage,290,5.189692197566213
NE,2018,O459,hemorrhage,1366,24.44523979957051
NE,2018,O460,hemorrhage,3,0.05368647100930565
NE,2018,O468,hemorrhage,46,0.82319255547602
NE,2018,O469,hemorrhage,18,0.3221188260558339
NE,2018,O670,hemorrhage,8,0.14316392269148176
NE,2018,O679,hemorrhage,5,0.08947745168217609
NE,2018,O694,hemorrhage,5,0.08947745168217609
NE,2018,O720,hemorrhage,82,1.467430207587688
NE,2018,O721,hemorrhage,273,4.885468861846815
NE,2018,O722,hemorrhage,182,3.2569792412312095
NE,2018,O11,hypertension,258,1.060898885644969
NE,2018,O140,hypertension,2780,11.431391093383773
NE,2018,O141,hypertension,13278,54.59928451005387
NE,2018,O149,hypertension,5954,24.482914593527696
NE,2018,O150,hypertension,1428,5.871951971709363
NE,2018,O151,hypertension,373,1.5337801718820676
NE,2018,O152,hypertension,127,0.5222254204531437
NE,2018,O159,hypertension,121,0.4975533533451211
NE,2019,A41,W,1,0.002636296530633766
NE,2019,A419,W,5,0.013181482653168828
NE,2019,D62,W,3,0.007908889591901298
NE,2019,K350,W,3,0.007908889591901298
NE,2019,K359,W,2,0.005272593061267532
NE,2019,N700,W,1,0.002636296530633766
NE,2019,N709,W,1,0.002636296530633766
NE,2019,N710,W,1,0.002636296530633766
NE,2019,O030,W,852,2.2461246440999685
NE,2019,O031,W,1763,4.647790783507329
NE,2019,O035,W,256,0.6748919118422441
NE,2019,O036,W,110,0.28999261836971424
NE,2019,O040,W,49,0.12917853000105453
NE,2019,O041,W,174,0.45871559633027525
NE,2019,O045,W,2,0.005272593061267532
NE,2019,O046,W,1,0.002636296530633766
NE,2019,O050,W,74,0.19508594326689865
NE,2019,O051,W,26,0.0685437097964779
NE,2019,O055,W,11,0.02899926183697142
NE,2019,O056,W,7,0.01845407571443636
NE,2019,O060,W,165,0.43498892755457136
NE,2019,O061,W,590,1.5554149530739219
NE,2019,O065,W,35,0.0922703785721818
NE,2019,O066,W,13,0.03427185489823895
NE,2019,O070,W,1,0.002636296530633766
NE,2019,O075,W,1,0.002636296530633766
NE,2019,O080,W,103,0.2715385426552779
NE,2019,O081,W,92,0.24253928081830645
NE,2019,O082,W,26,0.0685437097964779
NE,2019,O083,W,4,0.010545186122535063
NE,2019,O11,W,284,0.7487082146999895
NE,2019,O140,W,2846,7.502899926183697
NE,2019,O141,W,13874,36.575978066012865
NE,2019,O149,W,6231,16.426763682378994
NE,2019,O15,W,19,0.05008963408204155
NE,2019,O150,W,1423,3.7514499630918485
NE,2019,O151,W,421,1.1098808393968154
NE,2019,O152,W,116,0.3058103975535168
NE,2019,O159,W,124,0.32690076979858695
NE,2019,O411,W,38,0.1001792681640831
NE,2019,O441,W,297,0.7829800695982284
NE,2019,O450,W,145,0.382262996941896
NE,2019,O458,W,247,0.6511652430665401
NE,2019,O459,W,1427,3.7619951492143837
NE,2019,O468,W,2,0.005272593061267532
NE,2019,O469,W,41,0.10808815775598439
NE,2019,O670,W,7,0.01845407571443636
NE,2019,O679,W,6,0.015817779183802595
NE,2019,O694,W,8,0.021090372245070127
NE,2019,O710,W,6,0.015817779183802595
NE,2019,O711,W,26,0.0685437097964779
NE,2019,O72,W,9,0.023726668775703893
NE,2019,O720,W,105,0.2768111357165454
NE,2019,O721,W,459,1.2100601075608985
NE,2019,O722,W,199,0.5246230095961194
NE,2019,O85,W,2753,7.257724348834757
NE,2019,O86,W,15,0.039544447959506485
NE,2019,O860,W,2017,5.317410102288306
NE,2019,O868,W,283,0.7460719181693557
NE,2019,O883,W,3,0.007908889591901298
NE,2019,O900,W,129,0.3400822524517558
NE,2019,D62,hemorrhage,3,0.05234688536032106
NE,2019,O031,hemorrhage,1763,30.76251963008201
NE,2019,O036,hemorrhage,110,1.9193857965451055
NE,2019,O041,hemorrhage,174,3.0361193508986215
NE,2019,O046,hemorrhage,1,0.017448961786773687
NE,2019,O051,hemorrhage,26,0.45367300645611586
NE,2019,O056,hemorrhage,7,0.12214273250741581
NE,2019,O061,hemorrhage,590,10.294887454196475
NE,2019,O066,hemorrhage,13,0.22683650322805793
NE,2019,O081,hemorrhage,92,1.6053044843831792
NE,2019,O441,hemorrhage,297,5.182341650671785
NE,2019,O450,hemorrhage,145,2.5300994590821846
NE,2019,O458,hemorrhage,247,4.309893561333101
NE,2019,O459,hemorrhage,1427,24.899668469726052
NE,2019,O468,hemorrhage,2,0.034897923573547374
NE,2019,O469,hemorrhage,41,0.7154074332577212
NE,2019,O670,hemorrhage,7,0.12214273250741581
NE,2019,O679,hemorrhage,6,0.10469377072064212
NE,2019,O694,hemorrhage,8,0.1395916942941895
NE,2019,O72,hemorrhage,9,0.15704065608096318
NE,2019,O720,hemorrhage,105,1.8321409876112371
NE,2019,O721,hemorrhage,459,8.009073460129123
NE,2019,O722,hemorrhage,199,3.4723433955679637
NE,2019,O11,hypertension,284,1.1208461599179098
NE,2019,O140,hypertension,2846,11.232141447628068
NE,2019,O141,hypertension,13874,54.75570289683479
NE,2019,O149,hypertension,6231,24.59152261425527
NE,2019,O15,hypertension,19,0.07498618675507143
NE,2019,O150,hypertension,1423,5.616070723814034
NE,2019,O151,hypertension,421,1.6615360328360564
NE,2019,O152,hypertension,116,0.45781040334675194
NE,2019,O159,hypertension,124,0.48938353461204515
NE,2020,A021,W,1,0.002861230329041488
NE,2020,A415,W,1,0.002861230329041488
NE,2020,A418,W,1,0.002861230329041488
NE,2020,A419,W,4,0.011444921316165951
NE,2020,D62,W,3,0.008583690987124463
NE,2020,K359,W,4,0.011444921316165951
NE,2020,N710,W,1,0.002861230329041488
NE,2020,N735,W,2,0.005722460658082976
NE,2020,O030,W,735,2.1030042918454934
NE,2020,O031,W,1652,4.726752503576538
NE,2020,O035,W,367,1.050071530758226
NE,2020,O036,W,75,0.2145922746781116
NE,2020,O040,W,18,0.05150214592274678
NE,2020,O041,W,128,0.36623748211731044
NE,2020,O045,W,11,0.031473533619456366
NE,2020,O046,W,2,0.005722460658082976
NE,2020,O050,W,43,0.12303290414878398
NE,2020,O051,W,18,0.05150214592274678
NE,2020,O055,W,10,0.02861230329041488
NE,2020,O056,W,3,0.008583690987124463
NE,2020,O060,W,289,0.82689556509299
NE,2020,O061,W,422,1.2074391988555078
NE,2020,O065,W,26,0.07439198855507868
NE,2020,O066,W,19,0.05436337625178827
NE,2020,O070,W,1,0.002861230329041488
NE,2020,O071,W,1,0.002861230329041488
NE,2020,O080,W,99,0.2832618025751073
NE,2020,O081,W,121,0.34620886981402005
NE,2020,O082,W,17,0.04864091559370529
NE,2020,O083,W,4,0.011444921316165951
NE,2020,O11,W,282,0.8068669527896996
NE,2020,O140,W,2863,8.19170243204578
NE,2020,O141,W,13294,38.03719599427754
NE,2020,O149,W,5422,15.513590844062946
NE,2020,O15,W,39,0.11158798283261803
NE,2020,O150,W,1129,3.2303290414878396
NE,2020,O151,W,370,1.0586552217453504
NE,2020,O152,W,116,0.3319027181688126
NE,2020,O159,W,113,0.32331902718168815
NE,2020,O411,W,49,0.1402002861230329
NE,2020,O441,W,275,0.7868383404864091
NE,2020,O450,W,147,0.4206008583690987
NE,2020,O458,W,318,0.9098712446351931
NE,2020,O459,W,1373,3.928469241773963
NE,2020,O46,W,8,0.022889842632331903
NE,2020,O460,W,2,0.005722460658082976
NE,2020,O468,W,3,0.008583690987124463
NE,2020,O469,W,32,0.09155937052932761
NE,2020,O670,W,12,0.034334763948497854
NE,2020,O679,W,3,0.008583690987124463
NE,2020,O694,W,7,0.020028612303290415
NE,2020,O710,W,13,0.03719599427753934
NE,2020,O711,W,46,0.13161659513590845
NE,2020,O72,W,16,0.045779685264663805
NE,2020,O720,W,79,0.22603719599427755
NE,2020,O721,W,584,1.6709585121602288
NE,2020,O722,W,176,0.5035765379113019
NE,2020,O85,W,2024,5.791130185979972
NE,2020,O86,W,27,0.07725321888412018
NE,2020,O860,W,1728,4.944206008583691
NE,2020,O868,W,198,0.5665236051502146
NE,2020,O883,W,1,0.002861230329041488
NE,2020,O900,W,123,0.351931330472103
NE,2020,D62,hemorrhage,3,0.05475451724767293
NE,2020,O031,hemorrhage,1652,30.151487497718563
NE,2020,O036,hemorrhage,75,1.3688629311918232
NE,2020,O041,hemorrhage,128,2.336192735900712
NE,2020,O046,hemorrhage,2,0.036503011498448625
NE,2020,O051,hemorrhage,18,0.3285271034860376
NE,2020,O056,hemorrhage,3,0.05475451724767293
NE,2020,O061,hemorrhage,422,7.702135426172659
NE,2020,O066,hemorrhage,19,0.34677860923526194
NE,2020,O071,hemorrhage,1,0.018251505749224312
NE,2020,O081,hemorrhage,121,2.2084321956561417
NE,2020,O441,hemorrhage,275,5.019164081036686
NE,2020,O450,hemorrhage,147,2.682971345135974
NE,2020,O458,hemorrhage,318,5.803978828253331
NE,2020,O459,hemorrhage,1373,25.059317393684978
NE,2020,O46,hemorrhage,8,0.1460120459937945
NE,2020,O460,hemorrhage,2,0.036503011498448625
NE,2020,O468,hemorrhage,3,0.05475451724767293
NE,2020,O469,hemorrhage,32,0.584048183975178
NE,2020,O670,hemorrhage,12,0.21901806899069173
NE,2020,O679,hemorrhage,3,0.05475451724767293
NE,2020,O694,hemorrhage,7,0.12776054024457018
NE,2020,O72,hemorrhage,16,0.292024091987589
NE,2020,O720,hemorrhage,79,1.4418689541887206
NE,2020,O721,hemorrhage,584,10.658879357546997
NE,2020,O722,hemorrhage,176,3.2122650118634786
NE,2020,O11,hypertension,282,1.1934992381919756
NE,2020,O140,hypertension,2863,12.116979854410022
NE,2020,O141,hypertension,13294,56.263754867106826
NE,2020,O149,hypertension,5422,22.947350600981885
NE,2020,O15,hypertension,39,0.16505840528186896
NE,2020,O150,hypertension,1129,4.778229219570002
NE,2020,O151,hypertension,370,1.5659387167767056
NE,2020,O152,hypertension,116,0.4909429490435077
NE,2020,O159,hypertension,113,0.4782461486372101
NE,2021,A410,W,1,0.002699055330634278
NE,2021,A419,W,2,0.005398110661268556
NE,2021,D62,W,3,0.008097165991902834
NE,2021,K359,W,4,0.010796221322537112
NE,2021,K650,W,1,0.002699055330634278
NE,2021,N709,W,2,0.005398110661268556
NE,2021,N710,W,1,0.002699055330634278
NE,2021,N733,W,1,0.002699055330634278
NE,2021,N735,W,1,0.002699055330634278
NE,2021,O030,W,1031,2.7827260458839405
NE,2021,O031,W,1658,4.475033738191633
NE,2021,O035,W,202,0.5452091767881242
NE,2021,O036,W,67,0.18083670715249664
NE,2021,O040,W,21,0.05668016194331984
NE,2021,O041,W,43,0.11605937921727395
NE,2021,O045,W,16,0.043184885290148446
NE,2021,O046,W,1,0.002699055330634278
NE,2021,O050,W,54,0.145748987854251
NE,2021,O051,W,18,0.048582995951417005
NE,2021,O055,W,9,0.024291497975708502
NE,2021,O056,W,17,0.04588394062078273
NE,2021,O060,W,278,0.7503373819163293
NE,2021,O061,W,454,1.2253711201079622
NE,2021,O065,W,27,0.0728744939271255
NE,2021,O066,W,21,0.05668016194331984
NE,2021,O071,W,3,0.008097165991902834
NE,2021,O080,W,128,0.34547908232118757
NE,2021,O081,W,60,0.16194331983805668
NE,2021,O082,W,14,0.037786774628879895
NE,2021,O083,W,10,0.02699055330634278
NE,2021,O11,W,329,0.8879892037786775
NE,2021,O140,W,2792,7.535762483130904
NE,2021,O141,W,14335,38.690958164642375
NE,2021,O149,W,6651,17.951417004048583
NE,2021,O15,W,43,0.11605937921727395
NE,2021,O150,W,956,2.5802968960863697
NE,2021,O151,W,472,1.2739541160593792
NE,2021,O152,W,125,0.33738191632928477
NE,2021,O159,W,152,0.41025641025641024
NE,2021,O411,W,39,0.10526315789473684
NE,2021,O441,W,293,0.7908232118758435
NE,2021,O450,W,208,0.5614035087719298
NE,2021,O458,W,342,0.9230769230769231
NE,2021,O459,W,1344,3.6275303643724697
NE,2021,O46,W,2,0.005398110661268556
NE,2021,O460,W,4,0.010796221322537112
NE,2021,O468,W,4,0.010796221322537112
NE,2021,O469,W,29,0.07827260458839407
NE,2021,O670,W,18,0.048582995951417005
NE,2021,O678,W,3,0.008097165991902834
NE,2021,O679,W,9,0.024291497975708502
NE,2021,O694,W,5,0.01349527665317139
NE,2021,O710,W,21,0.05668016194331984
NE,2021,O711,W,39,0.10526315789473684
NE,2021,O72,W,23,0.0620782726045884
NE,2021,O720,W,41,0.1106612685560054
NE,2021,O721,W,432,1.165991902834008
NE,2021,O722,W,270,0.728744939271255
NE,2021,O753,W,1,0.002699055330634278
NE,2021,O85,W,1968,5.3117408906882595
NE,2021,O86,W,35,0.09446693657219973
NE,2021,O860,W,1566,4.22672064777328
NE,2021,O868,W,227,0.6126855600539811
NE,2021,O883,W,4,0.010796221322537112
NE,2021,O900,W,120,0.32388663967611336
NE,2021,D62,hemorrhage,3,0.05584512285927029
